series_id,series_code,series_label,family_id,family_label,category,subcategory,collection,indicator_category,indicator_subcategory,disaggregation_label,series_type,answer_type,unit,unit_type,start_year,end_year,database_id,database_name,definition,description,visibility,external,archived,metadata_origin
28299,HHU271sown-%_POP-NOTCLASS-MALE,Male,28318,Individuals who own a smart telephone,Connectivity,Access,,,,Male,disaggregation,Numeric,% of individuals,defaultUnits,2016,2025,8,ITU Households Database,Refers to individuals who own a smart telephone. An individual owns a smart telephone if he/she has a smart phone device with at least one active SIM card for personal use.,HH18 - Individuals who own a smart phone - %_POP - NOTCLASS - MALE,Public/Free,False,False,indicator_details
28300,HHU271sown-%_POP-NOTLABOUR-,Not in labour force,28318,Individuals who own a smart telephone,Connectivity,Access,,,,Not in labour force,disaggregation,Numeric,% of individuals,defaultUnits,2016,2025,8,ITU Households Database,Refers to individuals who own a smart telephone. An individual owns a smart telephone if he/she has a smart phone device with at least one active SIM card for personal use.,HH18 - Individuals who own a smart phone - %_POP - NOTLABOUR,Public/Free,False,False,indicator_details
28301,HHU271sown-%_POP-NOTLABOUR-FEMALE,Female,28318,Individuals who own a smart telephone,Connectivity,Access,,,,Female,disaggregation,Numeric,% of individuals,defaultUnits,2016,2025,8,ITU Households Database,Refers to individuals who own a smart telephone. An individual owns a smart telephone if he/she has a smart phone device with at least one active SIM card for personal use.,HH18 - Individuals who own a smart phone - %_POP - NOTLABOUR - FEMALE,Public/Free,False,False,indicator_details
28302,HHU271sown-%_POP-NOTLABOUR-MALE,Male,28318,Individuals who own a smart telephone,Connectivity,Access,,,,Male,disaggregation,Numeric,% of individuals,defaultUnits,2016,2025,8,ITU Households Database,Refers to individuals who own a smart telephone. An individual owns a smart telephone if he/she has a smart phone device with at least one active SIM card for personal use.,HH18 - Individuals who own a smart phone - %_POP - NOTLABOUR - MALE,Public/Free,False,False,indicator_details
28303,HHU271sown-%_POP-PAIDEMP-,Paid employee,28318,Individuals who own a smart telephone,Connectivity,Access,,,,Paid employee,disaggregation,Numeric,% of individuals,defaultUnits,2016,2025,8,ITU Households Database,Refers to individuals who own a smart telephone. An individual owns a smart telephone if he/she has a smart phone device with at least one active SIM card for personal use.,HH18 - Individuals who own a smart phone - %_POP - PAIDEMP,Public/Free,False,False,indicator_details
28304,HHU271sown-%_POP-PAIDEMP-FEMALE,Female,28318,Individuals who own a smart telephone,Connectivity,Access,,,,Female,disaggregation,Numeric,% of individuals,defaultUnits,2016,2025,8,ITU Households Database,Refers to individuals who own a smart telephone. An individual owns a smart telephone if he/she has a smart phone device with at least one active SIM card for personal use.,HH18 - Individuals who own a smart phone - %_POP - PAIDEMP - FEMALE,Public/Free,False,False,indicator_details
28305,HHU271sown-%_POP-PAIDEMP-MALE,Male,28318,Individuals who own a smart telephone,Connectivity,Access,,,,Male,disaggregation,Numeric,% of individuals,defaultUnits,2016,2025,8,ITU Households Database,Refers to individuals who own a smart telephone. An individual owns a smart telephone if he/she has a smart phone device with at least one active SIM card for personal use.,HH18 - Individuals who own a smart phone - %_POP - PAIDEMP - MALE,Public/Free,False,False,indicator_details
28306,HHU271sown-%_POP-RURAL-,Rural,28318,Individuals who own a smart telephone,Connectivity,Access,,,,Rural,disaggregation,Numeric,% of individuals,defaultUnits,2016,2025,8,ITU Households Database,Refers to individuals who own a smart telephone. An individual owns a smart telephone if he/she has a smart phone device with at least one active SIM card for personal use.,HH18 - Individuals who own a smart phone - %_POP - RURAL,Public/Free,False,False,indicator_details
28309,HHU271sown-%_POP-SELFEMP-,Self employee,28318,Individuals who own a smart telephone,Connectivity,Access,,,,Self employee,disaggregation,Numeric,% of individuals,defaultUnits,2016,2025,8,ITU Households Database,Refers to individuals who own a smart telephone. An individual owns a smart telephone if he/she has a smart phone device with at least one active SIM card for personal use.,HH18 - Individuals who own a smart phone - %_POP - SELFEMP,Public/Free,False,False,indicator_details
28310,HHU271sown-%_POP-SELFEMP-FEMALE,Female,28318,Individuals who own a smart telephone,Connectivity,Access,,,,Female,disaggregation,Numeric,% of individuals,defaultUnits,2016,2025,8,ITU Households Database,Refers to individuals who own a smart telephone. An individual owns a smart telephone if he/she has a smart phone device with at least one active SIM card for personal use.,HH18 - Individuals who own a smart phone - %_POP - SELFEMP - FEMALE,Public/Free,False,False,indicator_details
28311,HHU271sown-%_POP-SELFEMP-MALE,Male,28318,Individuals who own a smart telephone,Connectivity,Access,,,,Male,disaggregation,Numeric,% of individuals,defaultUnits,2016,2025,8,ITU Households Database,Refers to individuals who own a smart telephone. An individual owns a smart telephone if he/she has a smart phone device with at least one active SIM card for personal use.,HH18 - Individuals who own a smart phone - %_POP - SELFEMP - MALE,Public/Free,False,False,indicator_details
28312,HHU271sown-%_POP-UNEMP-,Unemployed,28318,Individuals who own a smart telephone,Connectivity,Access,,,,Unemployed,disaggregation,Numeric,% of individuals,defaultUnits,2016,2025,8,ITU Households Database,Refers to individuals who own a smart telephone. An individual owns a smart telephone if he/she has a smart phone device with at least one active SIM card for personal use.,HH18 - Individuals who own a smart phone - %_POP - UNEMP,Public/Free,False,False,indicator_details
28313,HHU271sown-%_POP-UNEMP-FEMALE,Female,28318,Individuals who own a smart telephone,Connectivity,Access,,,,Female,disaggregation,Numeric,% of individuals,defaultUnits,2016,2025,8,ITU Households Database,Refers to individuals who own a smart telephone. An individual owns a smart telephone if he/she has a smart phone device with at least one active SIM card for personal use.,HH18 - Individuals who own a smart phone - %_POP - UNEMP - FEMALE,Public/Free,False,False,indicator_details
28314,HHU271sown-%_POP-UNEMP-MALE,Male,28318,Individuals who own a smart telephone,Connectivity,Access,,,,Male,disaggregation,Numeric,% of individuals,defaultUnits,2016,2025,8,ITU Households Database,Refers to individuals who own a smart telephone. An individual owns a smart telephone if he/she has a smart phone device with at least one active SIM card for personal use.,HH18 - Individuals who own a smart phone - %_POP - UNEMP - MALE,Public/Free,False,False,indicator_details
28315,HHU271sown-%_POP-URBAN-,Urban,28318,Individuals who own a smart telephone,Connectivity,Access,,,,Urban,disaggregation,Numeric,% of individuals,defaultUnits,2016,2025,8,ITU Households Database,Refers to individuals who own a smart telephone. An individual owns a smart telephone if he/she has a smart phone device with at least one active SIM card for personal use.,HH18 - Individuals who own a smart phone - %_POP - URBAN,Public/Free,False,False,indicator_details
28318,HHU271sown-%_POP--,Individuals who own a smart telephone,28318,Individuals who own a smart telephone,Connectivity,Access,,,,,base,Numeric,% of individuals,defaultUnits,2016,2025,8,ITU Households Database,Refers to individuals who own a smart telephone. An individual owns a smart telephone if he/she has a smart phone device with at least one active SIM card for personal use.,HH18 - Individuals who own a smart phone - %_POP,Public/Free,False,False,indicator_details
28319,HHU20a-%_INT-15TO24-,15 to 24 years,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,15 to 24 years,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - 15TO24",Public/Free,False,False,indicator_details
28320,HHU20a-%_INT-15TO24-FEMALE,Female,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - 15TO24 - FEMALE",Public/Free,False,False,indicator_details
28321,HHU20a-%_INT-15TO24-MALE,Male,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - 15TO24 - MALE",Public/Free,False,False,indicator_details
28322,HHU20a-%_INT-25TO74-,25 to 74 years,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,25 to 74 years,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - 25TO74",Public/Free,False,False,indicator_details
28323,HHU20a-%_INT-25TO74-FEMALE,Female,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - 25TO74 - FEMALE",Public/Free,False,False,indicator_details
28324,HHU20a-%_INT-25TO74-MALE,Male,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - 25TO74 - MALE",Public/Free,False,False,indicator_details
28328,HHU20a-%_INT-FEMALE-,Female,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - FEMALE",Public/Free,False,False,indicator_details
28329,HHU20a-%_INT-ISCED01-,Primary or less,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Primary or less,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCED01",Public/Free,False,False,indicator_details
28330,HHU20a-%_INT-ISCED01-FEMALE,Female,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCED01 - FEMALE",Public/Free,False,False,indicator_details
28331,HHU20a-%_INT-ISCED01-MALE,Male,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCED01 - MALE",Public/Free,False,False,indicator_details
28335,HHU20a-%_INT-ISCED2-,Lower secondary,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Lower secondary,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCED2",Public/Free,False,False,indicator_details
28336,HHU20a-%_INT-ISCED2-FEMALE,Female,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCED2 - FEMALE",Public/Free,False,False,indicator_details
28337,HHU20a-%_INT-ISCED2-MALE,Male,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCED2 - MALE",Public/Free,False,False,indicator_details
28338,HHU20a-%_INT-ISCED34-,Upper secondary,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Upper secondary,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCED34",Public/Free,False,False,indicator_details
28339,HHU20a-%_INT-ISCED34-FEMALE,Female,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCED34 - FEMALE",Public/Free,False,False,indicator_details
28340,HHU20a-%_INT-ISCED34-MALE,Male,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCED34 - MALE",Public/Free,False,False,indicator_details
28341,HHU20a-%_INT-ISCED56-,Tertiary education,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Tertiary education,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCED56",Public/Free,False,False,indicator_details
28342,HHU20a-%_INT-ISCED56-FEMALE,Female,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCED56 - FEMALE",Public/Free,False,False,indicator_details
28343,HHU20a-%_INT-ISCED56-MALE,Male,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCED56 - MALE",Public/Free,False,False,indicator_details
28350,HHU20a-%_INT-ISCO0-,Armed Forces Occupations,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Armed Forces Occupations,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO0",Public/Free,False,False,indicator_details
28351,HHU20a-%_INT-ISCO0-FEMALE,Female,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO0 - FEMALE",Public/Free,False,False,indicator_details
28352,HHU20a-%_INT-ISCO0-MALE,Male,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO0 - MALE",Public/Free,False,False,indicator_details
28353,HHU20a-%_INT-ISCO1-,Managers,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Managers,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO1",Public/Free,False,False,indicator_details
28354,HHU20a-%_INT-ISCO1-FEMALE,Female,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO1 - FEMALE",Public/Free,False,False,indicator_details
28355,HHU20a-%_INT-ISCO1-MALE,Male,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO1 - MALE",Public/Free,False,False,indicator_details
28356,HHU20a-%_INT-ISCO2-,Professionals,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Professionals,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO2",Public/Free,False,False,indicator_details
28357,HHU20a-%_INT-ISCO2-FEMALE,Female,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO2 - FEMALE",Public/Free,False,False,indicator_details
28358,HHU20a-%_INT-ISCO2-MALE,Male,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO2 - MALE",Public/Free,False,False,indicator_details
28359,HHU20a-%_INT-ISCO3-,Technician and associate professionals,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Technician and associate professionals,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO3",Public/Free,False,False,indicator_details
28360,HHU20a-%_INT-ISCO3-FEMALE,Female,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO3 - FEMALE",Public/Free,False,False,indicator_details
28361,HHU20a-%_INT-ISCO3-MALE,Male,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO3 - MALE",Public/Free,False,False,indicator_details
28362,HHU20a-%_INT-ISCO4-,Clerical support workers,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Clerical support workers,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO4",Public/Free,False,False,indicator_details
28363,HHU20a-%_INT-ISCO4-FEMALE,Female,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO4 - FEMALE",Public/Free,False,False,indicator_details
28364,HHU20a-%_INT-ISCO4-MALE,Male,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO4 - MALE",Public/Free,False,False,indicator_details
28365,HHU20a-%_INT-ISCO5-,Service and sales workers,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Service and sales workers,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO5",Public/Free,False,False,indicator_details
28366,HHU20a-%_INT-ISCO5-FEMALE,Female,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO5 - FEMALE",Public/Free,False,False,indicator_details
28367,HHU20a-%_INT-ISCO5-MALE,Male,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Male,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO5 - MALE",Public/Free,False,False,indicator_details
28368,HHU20a-%_INT-ISCO6-,"Skilled agricultural, forestry and fishery workers",100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,"Skilled agricultural, forestry and fishery workers",disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO6",Public/Free,False,False,indicator_details
28369,HHU20a-%_INT-ISCO6-FEMALE,Female,100008,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online",Connectivity,Use,"Number of individuals who purchased goods or servies online, by type of goods and services purchased online","Books, magazines or newspapers",,Female,disaggregation,Numeric,% of Internet users,defaultUnits,2017,2025,8,ITU Households Database,"Refers to individuals who purchased books, magazines or newspapers online in the last three months. A purchase refers to the order, irrespective whether the payment was made online.","HH20 - Type of goods and services purchased online: Books, magazines or newspapers - %_INT - ISCO6 - FEMALE",Public/Free,False,False,indicator_details
