series_id,series_code,series_label,family_id,family_label,category,subcategory,collection,indicator_category,indicator_subcategory,disaggregation_label,series_type,answer_type,unit,unit_type,start_year,end_year,database_id,database_name,definition,description,visibility,external,archived,metadata_origin
1,i972,Fixed-telephone subscriptions,15,Fixed-telephone subscriptions,Connectivity,Access,,,,,,Numeric,per employee,alternativeUnits,1960,2025,1,,,Subscriptions per employee,Public/Free,False,False,indicator_details
6,i1111c,Fixed-telephone subscriptions that are residential ,27,Fixed-telephone subscriptions that are residential ,Connectivity,Access,,,,,,Numeric,per 100 households,alternativeUnits,1960,2021,1,,,Residential fixed telephone lines per 100 households,Public/Free,False,False,indicator_details
10,i841f,Annual foreign investment in telecommunications,10,Annual foreign investment in telecommunications,Markets,Investment,,,,,base,Numeric,Local currency,defaultUnits,2002,2025,1,ITU World Telecommunication Indicators Database,"Annual foreign investment in telecommunications refers to investment during the financial year in telecommunication services (including fixed, mobile and Internet services) coming from foreign sources, also referred to as foreign direct investment  (FDI)",Annual foreign investment in telecommunications,Public/Free,False,False,indicator_details
15,i112,Fixed-telephone subscriptions,15,Fixed-telephone subscriptions,Connectivity,Access,,,,,base,Numeric,Value,defaultUnits,1960,2025,1,ITU World Telecommunication Indicators Database,"Refers to the sum of all active analogue fixed-telephone lines, voice-over-IP (VoIP) subscriptions, fixed wireless local loop (WLL) subscriptions, ISDN voice-channel equivalents, fixed public payphones and satellite-based subscriptions provided to fixed locations that allow for a voice communication",Fixed-telephone subscriptions,Public/Free,False,False,indicator_details
27,i116,Fixed-telephone subscriptions that are residential ,27,Fixed-telephone subscriptions that are residential ,Connectivity,Access,,,,,base,Numeric,,defaultUnits,1960,2025,1,ITU World Telecommunication Indicators Database,Refers to the percentage obtained by dividing the number of active fixed-telephone subscriptions serving households,Percentage of fixed-telephone subscriptions that are residential ,Public/Free,False,False,indicator_details
54,i1313wm,Fixed-to-mobile telephone traffic,54,Fixed-to-mobile telephone traffic,Connectivity,Traffic,,,,,base,Numeric,minutes,defaultUnits,1992,2023,1,ITU World Telecommunication Indicators Database,Refers to total traffic from all fixed-telephone networks to all mobile-cellular networks within the country,"Fixed-to-mobile telephone traffic, in minutes ",Public/Free,False,False,indicator_details
56,i131m,Domestic fixed-to-fixed telephone traffic,56,Domestic fixed-to-fixed telephone traffic,Connectivity,Traffic,,,,,base,Numeric,minutes,defaultUnits,1975,2023,1,ITU World Telecommunication Indicators Database,Refers to completed local and domestic long distance fixed-telephone voice traffic,"Domestic fixed-to-fixed telephone traffic, in minutes ",Public/Free,False,False,indicator_details
63,i132m,International outgoing fixed-telephone traffic,63,International outgoing fixed-telephone traffic,Connectivity,Traffic,,,,,base,Numeric,minutes,defaultUnits,1960,2023,1,ITU World Telecommunication Indicators Database,"Refers to effective (completed) fixed telephone voice traffic originating in a given country to destinations outside that country, including traffic to mobile phones outside the country.","International outgoing fixed-telephone traffic, in minutes ",Public/Free,False,False,indicator_details
64,i132mb,International incoming and outgoing fixed-telephone traffic,64,International incoming and outgoing fixed-telephone traffic,Connectivity,Traffic,,,,,base,Numeric,minutes,defaultUnits,1960,2023,1,ITU World Telecommunication Indicators Database,Refers to the sum of international incoming and outgoing fixed-telephone traffic,"International incoming and outgoing fixed-telephone traffic, in minutes ",Public/Free,False,False,indicator_details
65,i132mi,International incoming fixed-telephone traffic,65,International incoming fixed-telephone traffic,Connectivity,Traffic,,,,,base,Numeric,minutes,defaultUnits,1960,2023,1,ITU World Telecommunication Indicators Database,"Refers to effective (completed) fixed-telephone voice traffic originating outside the country with a destination inside the country, irrespective of whether the call was from a fixed or mobile subscriber","International incoming fixed-telephone traffic, in minutes ",Public/Free,False,False,indicator_details
76,i1332wmf,Outgoing mobile traffic to fixed networks,76,Outgoing mobile traffic to fixed networks,Connectivity,Traffic,,,,,base,Numeric,minutes,defaultUnits,1997,2023,1,ITU World Telecommunication Indicators Database,Refers to the number of minutes of calls made from mobile-cellular networks to fixedline telephone networks within the country,"Outgoing mobile traffic to fixed networks, in minutes ",Public/Free,False,False,indicator_details
80,i133sms,SMS sent,80,SMS sent,Connectivity,Traffic,,,,,base,Numeric,Value,defaultUnits,1999,2025,1,ITU World Telecommunication Indicators Database,"Refers to the total number of mobile short-message service (SMS) messages sent, both to national and international destinations",SMS sent,Public/Free,False,False,indicator_details
82,i133wm,Domestic mobile-telephone traffic,82,Domestic mobile-telephone traffic,Connectivity,Traffic,,,,,base,Numeric,minutes,defaultUnits,1986,2023,1,ITU World Telecommunication Indicators Database,Domestic mobile-telephone traffic refers to the total number of minutes of calls made by mobile subscribers within a country (including minutes to fixed-telephone and minutes to mobile-phone subscribers),"Domestic mobile-telephone traffic, in minutes ",Public/Free,False,False,indicator_details
178,i271,Mobile-cellular subscriptions,178,Mobile-cellular subscriptions,Connectivity,Access,,,,,base,Numeric,Value,defaultUnits,1960,2025,1,ITU World Telecommunication Indicators Database,Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts,"Mobile-cellular telephone subscriptions, by postpaid/prepaid ",Public/Free,False,False,indicator_details
193,i271p,Mobile-cellular subscriptions: Prepaid,193,Mobile-cellular subscriptions: Prepaid,Connectivity,Access,,,,,base,Numeric,Value,defaultUnits,1960,2025,1,ITU World Telecommunication Indicators Database,"Refers to the total number of mobile-cellular telephone subscriptions that use prepaid refills. These are subscriptions where, instead of paying an ongoing monthly fee, users purchase blocks of usage time",Prepaid mobile-cellular telephone subscriptions ,Public/Free,False,False,indicator_details
194,i271pop,At least 2G,100095,"Population coverage, by mobile network technology",Connectivity,Access,"Population coverage, by mobile network technology",At least 2G,,,base,Numeric,% of individuals,defaultUnits,1987,2025,1,ITU World Telecommunication Indicators Database,"Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users",Percentage of the population covered by a mobile-cellular network ,Public/Free,False,False,indicator_details
233,i4213cab,Cable modem,19257,Fixed-broadband subscriptions,Connectivity,Access,,,,Cable modem,disaggregation,Numeric,Value,defaultUnits,1996,2025,1,ITU World Telecommunication Indicators Database,"Refers to the number of Internet subscriptions using a cable modem service to access the Internet, at downstream speeds greater than, or equal to, 256 kbit/s. Cable modem is a modem attached to a cable television network",Cable modem Internet subscriptions ,Public/Free,False,False,indicator_details
235,i4213dsl,DSL ,19257,Fixed-broadband subscriptions,Connectivity,Access,,,,DSL ,disaggregation,Numeric,Value,defaultUnits,1993,2025,1,ITU World Telecommunication Indicators Database,"Refers to the number of Internet subscriptions using digital subscriber line (DSL) services to access the Internet, at downstream speeds greater than or equal to 256 kbit/s",DSL Internet subscriptions,Public/Free,False,False,indicator_details
240,i4213ob,Other fixed broadband,19257,Fixed-broadband subscriptions,Connectivity,Access,,,,Other fixed broadband,disaggregation,Numeric,Value,defaultUnits,1999,2025,1,ITU World Telecommunication Indicators Database,"Refers to Internet subscriptions using other fixedbroadband technologies to access the Internet (other than DSL, cable modem, and fibre), at downstream speeds equal to, or greater than, 256 kbit/s",Other fixed (wired)-broadband subscriptions ,Public/Free,False,False,indicator_details
242,i4214,International bandwidth usage,242,International bandwidth usage,Connectivity,Backbone/core infrastructure,,,,,base,Numeric,Mbit/s,defaultUnits,1988,2024,1,ITU World Telecommunication Indicators Database,"Refers to average usage of all international links including fiber-optic cables, radio links and traffic processed by satellite ground stations and teleports to orbital satellites (expressed in Mbit/s)","International bandwidth usage, in Mbit/s ",Public/Free,False,False,indicator_details
253,i51,Full-time equivalent telecommunication employees ,253,Full-time equivalent telecommunication employees ,Markets,Workforce,,,,,base,Numeric,Value,defaultUnits,1960,2025,1,ITU World Telecommunication Indicators Database,"Full-time equivalent telecommunication employees refers to the total number of persons, in full-time equivalent (FTE) units, employed by telecommunication operators in the country for the provision of telecommunication services, including fixed-telephone, mobile-cellular, Internet and data services",Full-time equivalent telecommunication employees ,Public/Free,False,False,indicator_details
254,i51f,Full-time equivalent telecommunication employees ,253,Full-time equivalent telecommunication employees ,Markets,Workforce,,,,,,Numeric,female,alternativeUnits,1991,2025,1,,,"Persons employed by all telecommunication operators, female ",Public/Free,False,False,indicator_details
260,i61,Total population,260,Total population,Sustainability,Society,,,,,base,Numeric,Value,defaultUnits,1950,2026,1,ITU World Telecommunication Indicators Database,Total population,Population,Public/Free,False,False,indicator_details
265,i621,Persons per household,265,Persons per household,Sustainability,Society,,,,,base,Numeric,Value,defaultUnits,1960,2021,1,ITU World Telecommunication Indicators Database,Persons per household,Persons per household,Public/Free,False,False,indicator_details
267,i63$,Gross Domestic Product (GDP),267,Gross Domestic Product (GDP),Sustainability,Economy,,,,,base,Numeric,USD,defaultUnits,1960,2013,1,ITU World Telecommunication Indicators Database,Gross Domestic Product (GDP) (US$),Gross Domestic Product (GDP) (US$),Public/Free,False,False,indicator_details
270,i632$,GNI per capita,270,GNI per capita,Sustainability,Economy,,,,,base,Numeric,USD,defaultUnits,1960,2013,1,ITU World Telecommunication Indicators Database,"GNI per capita is the gross national income, converted to U.S. dollars using the World Bank Atlas method, divided by the midyear population.",GDP per capita (US$),Public/Free,False,False,indicator_details
274,i64$,Gross Fixed Capital Formation (GFCF),274,Gross Fixed Capital Formation (GFCF),Sustainability,Economy,,,,,base,Numeric,USD,defaultUnits,1960,2012,1,ITU World Telecommunication Indicators Database,Gross Fixed Capital Formation (GFCF) (US$),Gross Fixed Capital Formation (GFCF) (US$),Public/Free,False,False,indicator_details
276,i652,Annual exchange rate,276,Annual exchange rate,Sustainability,Economy,,,,,base,Numeric,Value,defaultUnits,1960,2024,1,ITU World Telecommunication Indicators Database,Annual exchange rate,Average annual exchange rate per US$,Public/Free,False,False,indicator_details
331,i741$,Revenue from mobile networks,331,Revenue from mobile networks,Markets,Revenues,,,,,base,Numeric,USD,defaultUnits,1960,2024,1,ITU World Telecommunication Indicators Database,"Revenue from mobile networks refers to retail revenue earned from the provision of mobile-cellular communication services, including all voice, SMS and data (narrowband and broadband) services offered by mobile operators offering services within the country during the financial year under review. ",Revenue from mobile networks (US$),Public/Free,False,False,indicator_details
349,i75$,Revenue from all telecommunication services,349,Revenue from all telecommunication services,Markets,Revenues,,,,,base,Numeric,USD,defaultUnits,1960,2024,1,ITU World Telecommunication Indicators Database,"Revenue from all telecommunication services refers to revenue earned from retail fixedtelephone, mobile-cellular, Internet and data services offered by telecommunication operators (both network and virtual, including resellers) offering services within the country during the financial year under review. It includes retail revenues earned from the transmission of TV signals, but excludes revenues from TV content creation. ",Revenue from all telecommunication services (US$),Public/Free,False,False,indicator_details
372,i81$,Annual investment in telecommunication services,372,Annual investment in telecommunication services,Markets,Investment,,,,,base,Numeric,USD,defaultUnits,1960,2024,1,ITU World Telecommunication Indicators Database,"Annual investment in telecommunication services refers to the investment during the financial year made by entities providing telecommunication networks and/or services (including fixed, mobile and Internet services, as well as the transmission of TV signals) for acquiring or upgrading fixed assets (usually referred to as CAPEX), less disinvestment owing to disposals of fixed assets",Annual investment in telecommunication services (US$),Public/Free,False,False,indicator_details
391,i91,Fixed-telephone subscriptions,15,Fixed-telephone subscriptions,Connectivity,Access,,,,,,Numeric,per 100 people,alternativeUnits,1960,2025,1,,,Fixed-telephone subscriptions 100 inhabitants,Public/Free,False,False,indicator_details
392,i911,Mobile-cellular subscriptions,178,Mobile-cellular subscriptions,Connectivity,Access,,,,,,Numeric,per 100 people,alternativeUnits,1960,2025,1,,,Mobile-cellular subscriptions per 100 inhabitants,Public/Free,False,False,indicator_details
395,i93,Annual investment in telecommunication services,372,Annual investment in telecommunication services,Markets,Investment,,,,,,Numeric,% Gross Domestic Product (GDP),alternativeUnits,1960,2013,1,,,Telecommunication investment as a % of GDP,Public/Free,False,False,indicator_details
396,i94,Annual investment in telecommunication services,372,Annual investment in telecommunication services,Markets,Investment,,,,,,Numeric,% Gross Fixed Capital Formation (GFCF),alternativeUnits,1960,2012,1,,,Telecommunication investment as a % of GFCF,Public/Free,False,False,indicator_details
397,i95,Revenue from all telecommunication services,349,Revenue from all telecommunication services,Markets,Revenues,,,,,,Numeric,% Gross Domestic Product (GDP),alternativeUnits,1960,2013,1,,,Telecommunication revenues as a % of GDP,Public/Free,False,False,indicator_details
398,i951,Revenue from all telecommunication services,349,Revenue from all telecommunication services,Markets,Revenues,,,,,,Numeric,per main line,alternativeUnits,1960,2024,1,,,Telecommunication revenues per main line (US$),Public/Free,False,False,indicator_details
400,i952,Revenue from all telecommunication services,349,Revenue from all telecommunication services,Markets,Revenues,,,,,,Numeric,per employee,alternativeUnits,1960,2024,1,,,Telecommunication revenues per employee (US$),Public/Free,False,False,indicator_details
406,i96,Annual investment in telecommunication services,372,Annual investment in telecommunication services,Markets,Investment,,,,,,Numeric,As % of revenues,alternativeUnits,1960,2025,1,,,Telecom investment as a % of revenues,Public/Free,False,False,indicator_details
414,i965s,Satellite-TV,4262,Multichannel TV subscriptions,Connectivity,Access,,,,Satellite-TV,disaggregation,Numeric,Value,defaultUnits,1960,2025,1,ITU World Telecommunication Indicators Database,"Refers to the number of pay direct-to-home (DTH) satellite subscriptions (i.e., pay TV received via a satellite dish capable of receiving satellite television broadcasts).",Satellite-TV subscriptions,Public/Free,False,False,indicator_details
416,i97,Full-time equivalent telecommunication employees ,253,Full-time equivalent telecommunication employees ,Markets,Workforce,,,,,,Numeric,per 1000 main lines,alternativeUnits,1960,2025,1,,,Telecommunication staff per 1'000 main lines,Public/Free,False,False,indicator_details
417,i971,Fixed-telephone subscriptions,15,Fixed-telephone subscriptions,Connectivity,Access,,,,,,Numeric,per employee,alternativeUnits,1960,2025,1,,,Main telephone lines per employee,Public/Free,False,False,indicator_details
430,i271G,At least 3G,100095,"Population coverage, by mobile network technology",Connectivity,Access,"Population coverage, by mobile network technology",At least 3G,,,base,Numeric,% of individuals,defaultUnits,2007,2025,1,ITU World Telecommunication Indicators Database,"Refers to the percentage of inhabitants that are within range of at least a 3G mobile-cellular signal, irrespective of whether or not they are subscribers ",Percentage of the population covered by at least a 3G mobile network ,Public/Free,False,False,indicator_details
447,i1333wm,Outgoing mobile traffic to international,447,Outgoing mobile traffic to international,Connectivity,Traffic,,,,,base,Numeric,minutes,defaultUnits,1999,2023,1,ITU World Telecommunication Indicators Database,Refers to the number of mobile minutes originating in a country to any destinations outside that country,"Outgoing mobile traffic to international, in minutes ",Public/Free,False,False,indicator_details
451,i994,International bandwidth usage,242,International bandwidth usage,Connectivity,Backbone/core infrastructure,,,,,,Numeric,per inhabitant,alternativeUnits,1988,2024,1,,,International bandwidth usage per inhabitant (bit/s),Public/Free,False,False,indicator_details
458,i1335wm,Incoming international traffic to mobile network,458,Incoming international traffic to mobile network,Connectivity,International roaming,,,,,base,Numeric,minutes,defaultUnits,2000,2023,1,ITU World Telecommunication Indicators Database,Incoming international traffic to mobile network,"Incoming international traffic to mobile network, in minutes ",Public/Free,False,False,indicator_details
459,i1336wm,Roaming by foreign subscribers (inbound roaming),459,Roaming by foreign subscribers (inbound roaming),Connectivity,International roaming,,,,,base,Numeric,minutes,defaultUnits,2002,2025,1,ITU World Telecommunication Indicators Database,Roaming by foreign subscribers (inbound roaming),"Roaming by foreign subscribers (inbound roaming), in minutes ",Public/Free,False,False,indicator_details
4248,i133rm,Number of countries with which there is an operator-level roaming agreement,4248,Number of countries with which there is an operator-level roaming agreement,Connectivity,International roaming,,,,,base,Numeric,Value,defaultUnits,2004,2025,1,ITU World Telecommunication Indicators Database,Number of countries with which there is an operator-level roaming agreement,"Number of countries with which there is an operator-level roaming agreement
",Public/Free,False,False,indicator_details
4250,i132tb,Total international telephone traffic,4250,Total international telephone traffic,Connectivity,Traffic,,,,,base,Numeric,minutes,defaultUnits,1976,2025,1,ITU World Telecommunication Indicators Database,Refers to the sum of international incoming and outgoing telephone traffic,"Total international incoming and outgoing telephone traffic, in minutes",Public/Free,False,False,indicator_details
4253,i132t,Total international outgoing telephone traffic,4253,Total international outgoing telephone traffic,Connectivity,Traffic,,,,,base,Numeric,minutes,defaultUnits,1970,2025,1,ITU World Telecommunication Indicators Database,"Refers to effective (completed) international outgoing minutes of telephone traffic originating from national networks, fixed and mobile, including managed VoIP","Total international outgoing telephone traffic, in minutes ",Public/Free,False,False,indicator_details
4254,i132ti,Total international incoming telephone traffic,4254,Total international incoming telephone traffic,Connectivity,Traffic,,,,,base,Numeric,minutes,defaultUnits,1976,2025,1,ITU World Telecommunication Indicators Database,"Refers to effective (completed) international incoming minutes of telephone traffic originating outside the country and terminating in national fixed and mobile networks without transit, including managed VoIP ","Total international incoming telephone traffic, in minutes ",Public/Free,False,False,indicator_details
4262,i965m,Multichannel TV subscriptions,4262,Multichannel TV subscriptions,Connectivity,Access,,,,,base,Numeric,Value,defaultUnits,1996,2014,1,ITU World Telecommunication Indicators Database,Refers to services that provide additional TV programming beyond free-to-air terrestrial channels,Multichannel TV subscriptions ,Public/Free,False,False,indicator_details
5262,i995,SMS sent,80,SMS sent,Connectivity,Traffic,,,,,,Numeric,per mobile cellular subscriptions,alternativeUnits,1999,2025,1,,,SMS per mobile subscriptions,Public/Free,False,False,indicator_details
8447,i4213ftthb,Fibre-to-the-home/building,19257,Fixed-broadband subscriptions,Connectivity,Access,,,,Fibre-to-the-home/building,disaggregation,Numeric,Value,defaultUnits,2000,2025,1,ITU World Telecommunication Indicators Database,"Refers to the number of Internet subscriptions using fibre-to-the-home or fibre-to-the-building, at downstream speeds equal to, or greater than 256 kbit/s",Fibre-to-the-home/building Internet subscriptions ,Public/Free,False,False,indicator_details
8738,HHA112m-%_HH-CHILDREN-,Children,8749,Households with telephone (fixed or mobile),Connectivity,Access,,,,Children,disaggregation,Numeric,% of households,defaultUnits,2000,2025,8,ITU Households Database,"Refers to households that have any type of telephone. This could be a fixed telephone line, a mobile (cellular) phone, or a smart phone.",HH03 - Households with telephone: both fixed and mobile telephone - %_HH - CHILDREN,Public/Free,False,False,indicator_details
8739,HHA112m-%_HH-CHILDREN-RURAL,Rural,8749,Households with telephone (fixed or mobile),Connectivity,Access,,,,Rural,disaggregation,Numeric,% of households,defaultUnits,2002,2025,8,ITU Households Database,"Refers to households that have any type of telephone. This could be a fixed telephone line, a mobile (cellular) phone, or a smart phone.",HH03 - Households with telephone: both fixed and mobile telephone - %_HH - CHILDREN - RURAL,Public/Free,False,False,indicator_details
8740,HHA112m-%_HH-CHILDREN-URBAN,Urban,8749,Households with telephone (fixed or mobile),Connectivity,Access,,,,Urban,disaggregation,Numeric,% of households,defaultUnits,2002,2025,8,ITU Households Database,"Refers to households that have any type of telephone. This could be a fixed telephone line, a mobile (cellular) phone, or a smart phone.",HH03 - Households with telephone: both fixed and mobile telephone - %_HH - CHILDREN - URBAN,Public/Free,False,False,indicator_details
8744,HHA112m-%_HH-NOCHILDREN-,No Children,8749,Households with telephone (fixed or mobile),Connectivity,Access,,,,No Children,disaggregation,Numeric,% of households,defaultUnits,2000,2025,8,ITU Households Database,"Refers to households that have any type of telephone. This could be a fixed telephone line, a mobile (cellular) phone, or a smart phone.",HH03 - Households with telephone: both fixed and mobile telephone - %_HH - NOCHILDREN,Public/Free,False,False,indicator_details
8745,HHA112m-%_HH-NOCHILDREN-RURAL,Rural,8749,Households with telephone (fixed or mobile),Connectivity,Access,,,,Rural,disaggregation,Numeric,% of households,defaultUnits,2002,2025,8,ITU Households Database,"Refers to households that have any type of telephone. This could be a fixed telephone line, a mobile (cellular) phone, or a smart phone.",HH03 - Households with telephone: both fixed and mobile telephone - %_HH - NOCHILDREN - RURAL,Public/Free,False,False,indicator_details
8746,HHA112m-%_HH-NOCHILDREN-URBAN,Urban,8749,Households with telephone (fixed or mobile),Connectivity,Access,,,,Urban,disaggregation,Numeric,% of households,defaultUnits,2002,2025,8,ITU Households Database,"Refers to households that have any type of telephone. This could be a fixed telephone line, a mobile (cellular) phone, or a smart phone.",HH03 - Households with telephone: both fixed and mobile telephone - %_HH - NOCHILDREN - URBAN,Public/Free,False,False,indicator_details
8747,HHA112m-%_HH-RURAL-,Rural,8749,Households with telephone (fixed or mobile),Connectivity,Access,,,,Rural,disaggregation,Numeric,% of households,defaultUnits,2001,2025,8,ITU Households Database,"Refers to households that have any type of telephone. This could be a fixed telephone line, a mobile (cellular) phone, or a smart phone.",HH03 - Households with telephone: both fixed and mobile telephone - %_HH - RURAL,Public/Free,False,False,indicator_details
8748,HHA112m-%_HH-URBAN-,Urban,8749,Households with telephone (fixed or mobile),Connectivity,Access,,,,Urban,disaggregation,Numeric,% of households,defaultUnits,2001,2025,8,ITU Households Database,"Refers to households that have any type of telephone. This could be a fixed telephone line, a mobile (cellular) phone, or a smart phone.",HH03 - Households with telephone: both fixed and mobile telephone - %_HH - URBAN,Public/Free,False,False,indicator_details
8749,HHA112m-%_HH--,Households with telephone (fixed or mobile),8749,Households with telephone (fixed or mobile),Connectivity,Access,,,,,base,Numeric,% of households,defaultUnits,2000,2025,8,ITU Households Database,"Refers to households that have any type of telephone. This could be a fixed telephone line, a mobile (cellular) phone, or a smart phone.",HH03 - Households with telephone: both fixed and mobile telephone - %_HH,Public/Free,False,False,indicator_details
8810,HHA4213-%_HH-CHILDREN-,Children,12047,Households with Internet access at home,Connectivity,Access,,,,Children,disaggregation,Numeric,% of households,defaultUnits,2000,2025,8,ITU Households Database,"Refers to households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet.",HH06 - Households with Internet access at home - %_HH - CHILDREN,Public/Free,False,False,indicator_details
8811,HHA4213-%_HH-CHILDREN-RURAL,Rural,12047,Households with Internet access at home,Connectivity,Access,,,,Rural,disaggregation,Numeric,% of households,defaultUnits,2002,2025,8,ITU Households Database,"Refers to households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet.",HH06 - Households with Internet access at home - %_HH - CHILDREN - RURAL,Public/Free,False,False,indicator_details
8812,HHA4213-%_HH-CHILDREN-URBAN,Urban,12047,Households with Internet access at home,Connectivity,Access,,,,Urban,disaggregation,Numeric,% of households,defaultUnits,2002,2025,8,ITU Households Database,"Refers to households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet.",HH06 - Households with Internet access at home - %_HH - CHILDREN - URBAN,Public/Free,False,False,indicator_details
8816,HHA4213-%_HH-NOCHILDREN-,No Children,12047,Households with Internet access at home,Connectivity,Access,,,,No Children,disaggregation,Numeric,% of households,defaultUnits,2000,2025,8,ITU Households Database,"Refers to households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet.",HH06 - Households with Internet access at home - %_HH - NOCHILDREN,Public/Free,False,False,indicator_details
8817,HHA4213-%_HH-NOCHILDREN-RURAL,Rural,12047,Households with Internet access at home,Connectivity,Access,,,,Rural,disaggregation,Numeric,% of households,defaultUnits,2002,2025,8,ITU Households Database,"Refers to households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet.",HH06 - Households with Internet access at home - %_HH - NOCHILDREN - RURAL,Public/Free,False,False,indicator_details
8818,HHA4213-%_HH-NOCHILDREN-URBAN,Urban,12047,Households with Internet access at home,Connectivity,Access,,,,Urban,disaggregation,Numeric,% of households,defaultUnits,2002,2025,8,ITU Households Database,"Refers to households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet.",HH06 - Households with Internet access at home - %_HH - NOCHILDREN - URBAN,Public/Free,False,False,indicator_details
8819,HHA4213-%_HH-RURAL-,Rural,12047,Households with Internet access at home,Connectivity,Access,,,,Rural,disaggregation,Numeric,% of households,defaultUnits,2001,2025,8,ITU Households Database,"Refers to households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet.",HH06 - Households with Internet access at home - %_HH - RURAL,Public/Free,False,False,indicator_details
8820,HHA4213-%_HH-URBAN-,Urban,12047,Households with Internet access at home,Connectivity,Access,,,,Urban,disaggregation,Numeric,% of households,defaultUnits,2001,2025,8,ITU Households Database,"Refers to households with Internet access at home. Access can be via a fixed or mobile network. If one member of the household has a mobile phone with connection to the Internet and makes it available for all members, then it should be considered that the household has access to the Internet.",HH06 - Households with Internet access at home - %_HH - URBAN,Public/Free,False,False,indicator_details
8834,HHA4213d-%_HH-CHILDREN-,Children,100001,"Households with access to Internet, by type of service",Connectivity,Access,"Households with access to Internet, by type of service",By fixed narrowband network,,Children,disaggregation,Numeric,% of households,defaultUnits,2003,2025,8,ITU Households Database,"Refers to households with access to the Internet via a narrowband connection only. Includes analogue modem (dial-up via standard telephone line), ISDN (Integrated Services Digital Network), DSL (Digital Subscriber Line) at advertised download speeds below 256 kbit/s, and other forms of access with an advertised download speed of less than 256 kbit/s.","HH11 - Internet access, by connection: by narrowband - %_HH - CHILDREN",Public/Free,False,False,indicator_details
8835,HHA4213d-%_HH-CHILDREN-RURAL,Rural,100001,"Households with access to Internet, by type of service",Connectivity,Access,"Households with access to Internet, by type of service",By fixed narrowband network,,Rural,disaggregation,Numeric,% of households,defaultUnits,2003,2025,8,ITU Households Database,"Refers to households with access to the Internet via a narrowband connection only. Includes analogue modem (dial-up via standard telephone line), ISDN (Integrated Services Digital Network), DSL (Digital Subscriber Line) at advertised download speeds below 256 kbit/s, and other forms of access with an advertised download speed of less than 256 kbit/s.","HH11 - Internet access, by connection: by narrowband - %_HH - CHILDREN - RURAL",Public/Free,False,False,indicator_details
8836,HHA4213d-%_HH-CHILDREN-URBAN,Urban,100001,"Households with access to Internet, by type of service",Connectivity,Access,"Households with access to Internet, by type of service",By fixed narrowband network,,Urban,disaggregation,Numeric,% of households,defaultUnits,2003,2025,8,ITU Households Database,"Refers to households with access to the Internet via a narrowband connection only. Includes analogue modem (dial-up via standard telephone line), ISDN (Integrated Services Digital Network), DSL (Digital Subscriber Line) at advertised download speeds below 256 kbit/s, and other forms of access with an advertised download speed of less than 256 kbit/s.","HH11 - Internet access, by connection: by narrowband - %_HH - CHILDREN - URBAN",Public/Free,False,False,indicator_details
8840,HHA4213d-%_HH-NOCHILDREN-,No Children,100001,"Households with access to Internet, by type of service",Connectivity,Access,"Households with access to Internet, by type of service",By fixed narrowband network,,No Children,disaggregation,Numeric,% of households,defaultUnits,2003,2025,8,ITU Households Database,"Refers to households with access to the Internet via a narrowband connection only. Includes analogue modem (dial-up via standard telephone line), ISDN (Integrated Services Digital Network), DSL (Digital Subscriber Line) at advertised download speeds below 256 kbit/s, and other forms of access with an advertised download speed of less than 256 kbit/s.","HH11 - Internet access, by connection: by narrowband - %_HH - NOCHILDREN",Public/Free,False,False,indicator_details
8841,HHA4213d-%_HH-NOCHILDREN-RURAL,Rural,100001,"Households with access to Internet, by type of service",Connectivity,Access,"Households with access to Internet, by type of service",By fixed narrowband network,,Rural,disaggregation,Numeric,% of households,defaultUnits,2003,2025,8,ITU Households Database,"Refers to households with access to the Internet via a narrowband connection only. Includes analogue modem (dial-up via standard telephone line), ISDN (Integrated Services Digital Network), DSL (Digital Subscriber Line) at advertised download speeds below 256 kbit/s, and other forms of access with an advertised download speed of less than 256 kbit/s.","HH11 - Internet access, by connection: by narrowband - %_HH - NOCHILDREN - RURAL",Public/Free,False,False,indicator_details
