tower_id,lon,lat,radio,dist_water_m,hand_m,slope_deg,tri,flash_density,dist_power_m,age_years,exposed_pop,anonymous_operator,source_node,technologies_observed,measurement_count,session_count,first_observed,last_observed,median_signal_level,median_gps_accuracy_m,elevation_m,exposure_definition,flash_density_status,age_status,tower_source,terrain_source,hand_source,water_power_source,population_source
SUNWAY_OPERATOR_A_702072,101.6016286,3.06529604,NR,135.83816485143493,4.434287071,5.18860171753648,8.085914595853403,,775.9212846787817,,5802.27,Operator A,702072,4G|5G,1483,11,2024.12.04_11.12.28,2025.03.20_13.56.14,-86.0,6.0,19.595497,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_A_702109,101.6083034,3.07346582,NR,221.04116659527597,7.438750267,6.086384419185742,9.858518297091837,,292.9231086840804,,7802.64,Operator A,702109,4G|5G,212,4,2025.02.14_12.13.24,2025.03.20_13.28.36,-84.0,8.0,25.065243,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_A_702175,101.5939926,3.05783385,NR,142.38225873262323,6e-05,2.568827964055886,5.541291351189138,,558.0616364805917,,6192.97,Operator A,702175,4G|5G,66,6,2024.12.10_12.43.13,2025.03.20_13.54.10,-97.0,7.0,15.977093,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_A_86456,101.5940867,3.05859777,LTE,227.2039349629702,4e-05,0.4507342516294292,1.8980413680511137,,633.931818724911,,6377.35,Operator A,86456,4G,8,2,2025.01.16_13.35.27,2025.02.14_12.35.25,-87.0,6.0,16.912254,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_A_87496,101.6069073,3.06641272,LTE,73.1529785767196,6e-05,4.047840382311593,14.765715596766444,,975.0102789401116,,6086.71,Operator A,87496,4G,6,1,2024.12.03_15.51.37,2024.12.03_15.51.58,-95.0,11.0,15.137374,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_A_95182,101.6084597,3.0734284,LTE,223.7574692275165,7.438750267,9.446549631010669,10.725441631034661,,307.68869818532636,,7802.64,Operator A,95182,4G,8,1,2024.12.12_11.55.14,2024.12.12_11.55.58,-69.0,11.0,25.363209,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_A_95192,101.6111588,3.0789034899999996,NR,338.2681006957335,5.645896435,1.1179201018381202,3.530695229548675,,149.68573530343326,,8036.44,Operator A,95192,4G|5G,21,2,2025.02.14_12.15.36,2025.03.06_12.00.23,-77.0,11.0,26.698395,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_210038,101.6031208,3.07280105,LTE,363.6748265129037,0.400392711,4.927963167647736,6.2045981999920885,,162.0183080692106,,7850.17,Operator B,210038,4G,28,1,2025.02.20_12.51.14,2025.02.20_12.56.37,-84.0,6.0,22.638992,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_210046,101.6120681,3.0789034899999996,LTE,439.2482556291737,0.68147999,3.475534314288133,5.575848976995154,,113.71153351381078,,7369.85,Operator B,210046,4G,5,1,2025.02.14_11.12.00,2025.02.14_11.12.05,-81.0,11.0,20.904108,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_210077,101.6132802,3.0746694,LTE,682.8085897957023,0.0,1.4847729194288428,6.799696649611739,,94.60272181862777,,8527.0,Operator B,210077,4G,3,1,2025.01.27_13.47.11,2025.01.27_13.47.24,-87.0,6.0,17.661545,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_210082,101.602567,3.07267652,LTE,365.1820062692227,0.400512725,2.1215741289071453,3.636194368461824,,131.27561314247023,,7987.63,Operator B,210082,4G,16,2,2025.01.27_13.25.41,2025.02.20_12.53.20,-83.0,6.0,19.97214,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_210083,101.6061114,3.06658046,NR,57.04864683846163,0.0,2.774695898814332,8.426594886048116,,912.0438460949258,,5989.94,Operator B,210083,4G|5G,33,4,2024.12.11_12.47.14,2025.04.02_12.35.46,-96.0,11.0,17.80022,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_210089,101.6088818,3.07303558,LTE,212.44535879222,7.275429726,6.506487953870494,8.296029932380817,,345.029525518346,,7776.29,Operator B,210089,4G,13,2,2025.01.16_12.06.29,2025.01.27_13.42.19,-81.0,8.0,26.4318,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_210135,101.601398,3.06523626,LTE,146.7604658745818,4.434287071,3.760669259531961,8.164086816566945,,769.4244374456509,,5802.27,Operator B,210135,4G,10,2,2024.12.31_11.10.11,2025.02.20_12.35.23,-74.0,6.0,20.974655,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_210297,101.5923148,3.057131570000001,LTE,194.95638956093745,2.444796801,1.4898104573925632,1.8814309787329302,,399.89884862981586,,6002.74,Operator B,210297,4G,5,1,2024.12.31_11.07.00,2024.12.31_11.07.05,-86.0,6.0,17.72846,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_211399,101.6045265,3.06621667,NR,204.18885800997285,1.308946013,6.609590622662037,7.386109215088419,,875.0153001656445,,4815.09,Operator B,211399,4G|5G,16,5,2024.12.04_11.38.56,2025.04.02_12.36.08,-83.5,8.0,22.661125,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_211467,101.5932434,3.057131570000001,LTE,103.42204270435323,6e-05,4.6173150420548525,5.121994215731661,,446.84900678513355,,5648.16,Operator B,211467,4G,11,2,2024.12.31_11.07.06,2025.03.06_11.45.40,-87.0,8.0,16.515564,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_211635,101.6107556,3.07149294,LTE,319.40159253905716,1.378331304,2.7071403855925262,4.9466707974077915,,442.7075531788794,,7710.33,Operator B,211635,4G,2,1,2025.01.27_13.21.40,2025.01.27_13.21.41,-108.0,11.0,23.006622,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_212644,101.6077843,3.07343843,LTE,205.60107488462168,3.752753019,5.710765498533158,8.30008733330156,,260.99563093726977,,7768.0,Operator B,212644,4G,76,3,2024.12.11_13.06.14,2025.02.20_13.02.22,-79.5,6.0,23.242397,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_212660,101.5987009,3.06389682,LTE,25.152941102097977,0.149824142,0.7154723639003069,1.9178344269131968,,831.2956939867638,,5781.2,Operator B,212660,4G,42,3,2024.12.31_11.09.55,2025.03.06_11.43.18,-86.0,6.0,18.26298,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_212677,101.5921331,3.057131570000001,NR,214.11452977312325,2.444796801,1.3118491620908863,2.5683958934516786,,393.23415651037976,,5654.13,Operator B,212677,4G|5G,59,2,2024.12.31_11.04.26,2025.03.06_11.46.33,-78.0,8.0,18.77991,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_212680,101.6120851,3.0789034899999996,LTE,441.1365734270436,1.173349023,3.475534314288133,5.575848976995154,,113.02162897577854,,7369.85,Operator B,212680,4G,2,1,2025.02.14_11.12.06,2025.02.14_11.12.07,-81.0,9.5,20.904108,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_215945,101.6002329,3.06259778,LTE,146.20386713561714,2.456338644,9.76201721000733,9.998727753556084,,881.1254503831514,,6129.78,Operator B,215945,4G,149,2,2024.12.10_12.04.36,2025.01.27_14.04.26,-86.0,6.0,20.068933,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_216175,101.6027379,3.06062655,LTE,71.50737445747902,5e-05,15.317646148924057,21.841922497346665,,667.4249954324264,,6255.89,Operator B,216175,4G,113,3,2024.12.10_12.04.18,2025.01.27_14.03.16,-88.0,6.0,1.6462103,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_216183,101.6106798,3.06594428,NR,230.37648439075963,8.226660728,12.426697378587026,19.6243445826055,,802.4813499890817,,8098.12,Operator B,216183,5G,2,1,2025.03.06_12.06.42,2025.03.06_12.06.43,-97.0,8.0,22.452702,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_216209,101.608667,3.07292011,LTE,187.39152457720644,15.962903023,6.331338256270216,11.944792999419814,,365.04074120660744,,6237.1,Operator B,216209,4G,19,1,2024.12.11_13.05.02,2024.12.11_13.09.50,-85.0,11.0,32.56083,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_216210,101.608667,3.07292011,LTE,187.39152457720644,15.962903023,6.331338256270216,11.944792999419814,,365.04074120660744,,6237.1,Operator B,216210,4G,14,1,2024.12.11_13.10.14,2024.12.11_13.11.28,-91.0,11.0,32.56083,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_701673,101.6121157,3.07427344,NR,575.4307754568313,13.221951485,10.567687142988039,14.05483975259885,,194.15045624251837,,7760.67,Operator B,701673,4G|5G,25,1,2025.01.27_13.47.33,2025.01.27_13.48.48,-100.0,8.0,24.143719,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_701684,101.6107273,3.07073902,NR,308.66111521610605,1.324341774,2.8623209682180843,3.1496735009709473,,501.70791851017174,,7589.42,Operator B,701684,4G|5G,1255,9,2024.12.10_11.37.57,2025.03.20_14.05.21,-88.0,8.0,19.679026,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_701688,101.6025813,3.06998171,NR,389.74308109663644,0.256157488,3.6873945614719257,6.924013856764976,,416.86021258837997,,7190.39,Operator B,701688,4G|5G,369,8,2024.12.04_12.29.51,2025.02.20_12.50.43,-90.0,6.0,19.462442,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_701753,101.6106956,3.06652472,NR,272.8721228534028,0.00028,5.220311521299938,15.978066105232305,,758.9207759791477,,8059.36,Operator B,701753,4G|5G,104,3,2024.12.31_10.55.09,2025.02.14_11.20.26,-97.0,6.0,20.747679,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_701775,101.6027111,3.07277511,NR,356.5093726141213,1.119623423,2.1215741289071453,3.636194368461824,,131.37993837448846,,7987.63,Operator B,701775,4G|5G,129,4,2024.12.12_11.40.39,2025.02.20_12.53.38,-87.0,6.0,19.97214,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_701796,101.6047775,3.07315645,NR,320.91522007269526,7e-05,2.014305824881669,4.146506243962917,,317.7472881200115,,7887.9,Operator B,701796,4G|5G,263,4,2024.12.12_11.42.31,2025.02.20_12.57.09,-98.0,8.0,19.747818,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_701806,101.6101976,3.07598075,NR,383.63825069752494,2.179637671,4.588981914750556,5.86841364508085,,17.319003995829355,,7838.99,Operator B,701806,4G|5G,877,10,2024.12.10_11.40.05,2025.03.20_14.05.46,-87.0,6.0,21.09223,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_701866,101.5980033,3.06161728,NR,102.01904756921894,1.677021265,2.1152113117929803,5.983679865739446,,852.6593146430664,,6541.7,Operator B,701866,5G,60,2,2024.12.31_11.09.37,2025.01.27_13.27.15,-108.0,6.0,17.350782,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_701872,101.61202,3.0789034899999996,NR,433.90549262607095,0.68147999,3.475534314288133,5.575848976995154,,115.66355753030766,,7369.85,Operator B,701872,5G,79,4,2024.12.31_10.50.23,2025.03.06_11.31.58,-94.0,11.0,20.904108,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_701888,101.6107861,3.0789034899999996,NR,296.8978620827921,8.381466866,1.5919766767862567,6.256785378411668,,147.41182942612826,,8036.44,Operator B,701888,4G|5G,116,2,2024.12.31_10.50.47,2025.01.16_13.50.52,-92.0,6.0,27.688343,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_701895,101.6123955,3.0789034899999996,NR,475.6169768691159,0.527772427,0.8022271439367415,1.0523406782809896,,100.42478376334783,,8063.88,Operator B,701895,4G|5G,191,4,2024.12.31_10.49.40,2025.03.06_11.32.10,-94.0,8.0,21.14985,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_701905,101.6055148,3.07049259,NR,88.82418237358458,0.0,14.096096098071754,19.57526035598886,,530.1697870269946,,6763.88,Operator B,701905,4G|5G,2283,14,2024.12.04_11.40.33,2025.04.02_12.45.57,-90.0,6.0,7.7408895,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_701911,101.6087852,3.06551172,NR,267.71583617284483,4.552905083,2.1838313701679684,4.123692657912853,,995.2872106775418,,6492.87,Operator B,701911,4G|5G,1029,10,2024.12.04_11.29.48,2025.03.20_14.01.53,-85.0,8.0,21.350883,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_701934,101.5940968,3.05714478,NR,67.66856712592084,0.0,6.508715318256584,11.327477792380582,,506.06008015231777,,5419.3,Operator B,701934,4G|5G,34,3,2024.12.31_11.03.09,2025.02.14_11.27.51,-98.0,4.0,14.027934,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_701949,101.5921127,3.057131570000001,NR,216.2772871984903,2.444796801,1.3118491620908863,2.5683958934516786,,392.5437221752153,,5654.13,Operator B,701949,5G,15,2,2025.02.14_11.28.25,2025.03.06_11.46.03,-105.0,8.0,18.77991,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_701971,101.5939934,3.05734076,NR,87.87674751559332,2e-05,6.508715318256584,11.327477792380582,,514.9634330538026,,6192.97,Operator B,701971,5G,5,1,2025.03.06_11.45.14,2025.03.06_11.45.17,-84.0,8.0,14.027934,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_701997,101.5981089,3.06166221,NR,90.29812490769456,1.677021265,0.7513969955216485,1.2612532195921393,,851.9432857213034,,6541.7,Operator B,701997,4G|5G,44,5,2024.12.31_11.00.19,2025.03.06_11.43.06,-104.0,7.0,18.22871,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_702000,101.5986784,3.06399857,NR,27.746134615781216,0.149824142,0.7154723639003069,1.9178344269131968,,819.8994777313702,,5781.2,Operator B,702000,4G|5G,23,4,2024.12.31_11.00.01,2025.03.06_11.45.42,-91.0,4.0,18.26298,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_702008,101.5972035,3.07297591,NR,26.906120820780593,4e-05,1.5446027574184584,2.4676643480181624,,61.35594650215114,,7802.41,Operator B,702008,4G|5G,25,1,2025.01.27_13.25.45,2025.01.27_13.27.23,-110.0,6.0,20.142097,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
SUNWAY_OPERATOR_B_702010,101.5941521,3.057131570000001,NR,67.82368022001111,0.0,6.508715318256584,11.327477792380582,,509.12428625547983,,5419.3,Operator B,702010,4G|5G,290,4,2024.12.31_11.03.20,2025.03.06_11.45.36,-101.0,6.0,14.027934,WorldPop 2025 total in 1 km square centered on site,not_used_coarser_than_aoi_and_login_required,unknown_not_imputed,10.17632/dx5xyyfz2y.1,cop-dem-glo-30/Copernicus_DSM_COG_10_N03_00_E101_00_DEM,ASF GLO-30 HAND v1,OpenStreetMap contributors / ODbL,WorldPop R2025A 2025 100m
