node,SessionID,n_measurements,median_level_dbm,median_snr,median_cqi,link_distance_m,median_speed_kmh,network_tech,operator,lon,lat,hand_m,slope_deg,tri,dist_water_m,dist_power_m,physical_site_group,session_ts
701806,17,266,-82.0,6.0,10.0,136.24341643928625,32.0,5G,Operator B,101.6101976,3.07598075,2.179637671,4.588981914750556,5.86841364508085,383.63825069752494,17.319003995829355,701806,2025-02-14T12:13:36Z
701806,18,122,-85.0,3.5,10.0,87.99619191744598,27.0,5G,Operator C,101.6101976,3.07598075,2.179637671,4.588981914750556,5.86841364508085,383.63825069752494,17.319003995829355,701806,2025-03-06T12:03:23Z
701806,19,24,-81.0,3.0,8.5,238.00441669103995,18.0,5G,Operator C,101.6101976,3.07598075,2.179637671,4.588981914750556,5.86841364508085,383.63825069752494,17.319003995829355,701806,2025-03-20T12:38:05Z
701806,20,104,-85.0,3.0,10.0,103.10057507046653,22.0,5G,Operator A,101.6101976,3.07598075,2.179637671,4.588981914750556,5.86841364508085,383.63825069752494,17.319003995829355,701806,2025-03-06T11:58:06Z
701806,22,6,-78.5,1.5,6.0,234.42204983611884,6.0,5G,Operator A,101.6101976,3.07598075,2.179637671,4.588981914750556,5.86841364508085,383.63825069752494,17.319003995829355,701806,2025-03-20T13:21:04Z
701866,9,7,-111.0,-2.0,4.0,4.381742554794553,30.0,5G,Operator B,101.5980033,3.06161728,1.677021265,2.1152113117929803,5.983679865739446,102.01904756921894,852.6593146430664,701866,2024-12-31T11:09:37Z
701866,14,55,-107.0,0.0,9.0,1319.3106249888758,49.0,5G,Operator B,101.5980033,3.06161728,1.677021265,2.1152113117929803,5.983679865739446,102.01904756921894,852.6593146430664,701866,2025-01-27T13:25:56Z
701866,20,3,-96.0,0.0,4.0,16.866947577505545,35.0,5G,Operator A,101.5980033,3.06161728,1.677021265,2.1152113117929803,5.983679865739446,102.01904756921894,852.6593146430664,701866,2025-03-06T11:51:18Z
701872,9,61,-93.0,2.0,9.0,95.55981808887903,25.0,5G,Operator C,101.61202,3.0789034899999996,0.68147999,3.475534314288133,5.575848976995154,433.90549262607095,115.66355753030766,701872,2024-12-31T10:50:23Z
701872,11,24,-94.5,2.0,7.0,95.72755383351391,28.0,5G,Operator A,101.61202,3.0789034899999996,0.68147999,3.475534314288133,5.575848976995154,433.90549262607095,115.66355753030766,701872,2024-12-31T12:06:32Z
701872,13,11,-96.0,-2.0,6.0,99.84615929125245,14.0,5G,Operator C,101.61202,3.0789034899999996,0.68147999,3.475534314288133,5.575848976995154,433.90549262607095,115.66355753030766,701872,2025-01-16T13:50:19Z
701872,15,41,-95.0,-3.0,9.0,95.56035156361315,23.0,5G,Operator B,101.61202,3.0789034899999996,0.68147999,3.475534314288133,5.575848976995154,433.90549262607095,115.66355753030766,701872,2025-01-16T13:47:59Z
701872,17,47,-95.0,-1.0,8.0,95.68039344759187,26.0,5G,Operator B,101.61202,3.0789034899999996,0.68147999,3.475534314288133,5.575848976995154,433.90549262607095,115.66355753030766,701872,2025-02-14T12:16:01Z
701872,18,3,-98.0,-1.0,6.0,97.82332781619729,24.0,5G,Operator C,101.61202,3.0789034899999996,0.68147999,3.475534314288133,5.575848976995154,433.90549262607095,115.66355753030766,701872,2025-03-06T12:32:22Z
701872,20,6,-93.0,-4.0,11.0,95.59718705764436,26.0,5G,Operator A,101.61202,3.0789034899999996,0.68147999,3.475534314288133,5.575848976995154,433.90549262607095,115.66355753030766,701872,2025-03-06T12:00:37Z
701888,9,141,-89.0,4.0,10.0,112.00478594752,35.0,5G,Operator B,101.6107861,3.0789034899999996,8.381466866,1.5919766767862569,6.256785378411668,296.8978620827921,147.41182942612826,701888,2024-12-31T10:50:47Z
701888,11,47,-88.0,2.0,9.0,113.92229797339763,31.0,5G,Operator A,101.6107861,3.0789034899999996,8.381466866,1.5919766767862569,6.256785378411668,296.8978620827921,147.41182942612826,701888,2024-12-31T12:09:32Z
701888,13,51,-91.0,0.0,10.0,138.40022895972797,24.0,5G,Operator C,101.6107861,3.0789034899999996,8.381466866,1.5919766767862569,6.256785378411668,296.8978620827921,147.41182942612826,701888,2025-01-16T13:50:31Z
701888,15,29,-95.0,5.0,9.0,140.4966718323371,32.0,5G,Operator A,101.6107861,3.0789034899999996,8.381466866,1.5919766767862569,6.256785378411668,296.8978620827921,147.41182942612826,701888,2025-01-16T13:47:25Z
701888,17,2,-102.0,-7.0,3.0,159.48467941405968,18.5,5G,Operator A,101.6107861,3.0789034899999996,8.381466866,1.5919766767862569,6.256785378411668,296.8978620827921,147.41182942612826,701888,2025-02-14T12:15:44Z
701888,18,14,-105.0,-3.0,4.0,125.3759960861119,28.5,5G,Operator C,101.6107861,3.0789034899999996,8.381466866,1.5919766767862569,6.256785378411668,296.8978620827921,147.41182942612826,701888,2025-03-06T12:31:38Z
701888,20,3,-89.0,0.0,5.0,96.09722762630287,34.0,5G,Operator A,101.6107861,3.0789034899999996,8.381466866,1.5919766767862569,6.256785378411668,296.8978620827921,147.41182942612826,701888,2025-03-06T12:00:02Z
701895,9,154,-94.0,-2.0,9.0,96.54998072392566,15.0,5G,Operator B,101.6123955,3.0789034899999996,0.527772427,0.8022271439367415,1.0523406782809896,475.6169768691159,100.42478376334785,701895,2024-12-31T10:49:40Z
701895,11,57,-98.0,-3.0,8.0,101.88333140097204,25.0,5G,Operator A,101.6123955,3.0789034899999996,0.527772427,0.8022271439367415,1.0523406782809896,475.6169768691159,100.42478376334785,701895,2024-12-31T12:06:24Z
701895,13,49,-99.0,-4.0,7.0,101.94559727789057,17.0,5G,Operator C,101.6123955,3.0789034899999996,0.527772427,0.8022271439367415,1.0523406782809896,475.6169768691159,100.42478376334785,701895,2025-01-16T13:50:22Z
701895,15,85,-96.0,-4.0,8.0,101.84068129802877,19.0,5G,Operator A,101.6123955,3.0789034899999996,0.527772427,0.8022271439367415,1.0523406782809896,475.6169768691159,100.42478376334785,701895,2025-01-16T13:47:49Z
701895,17,72,-93.0,-3.0,8.0,104.82480836510985,25.0,5G,Operator B,101.6123955,3.0789034899999996,0.527772427,0.8022271439367415,1.0523406782809896,475.6169768691159,100.42478376334785,701895,2025-02-14T12:15:50Z
701895,18,69,-99.0,-4.0,10.0,95.4668822309672,4.0,5G,Operator C,101.6123955,3.0789034899999996,0.527772427,0.8022271439367415,1.0523406782809896,475.6169768691159,100.42478376334785,701895,2025-03-06T12:32:05Z
701895,20,43,-93.0,-3.0,8.0,96.02958811162549,17.0,5G,Operator A,101.6123955,3.0789034899999996,0.527772427,0.8022271439367415,1.0523406782809896,475.6169768691159,100.42478376334785,701895,2025-03-06T12:00:43Z
701905,1,224,-87.0,0.0,10.0,475.5189748102431,2.0,5G,Operator A,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2024-12-03T11:31:23Z
701905,2,183,-81.0,7.0,10.0,101.67986330891995,1.0,4G,Operator C,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2024-12-03T12:01:41Z
701905,3,7,-77.0,1.0,9.0,407.6750457337534,0.0,4G,Operator A,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2024-12-04T11:14:04Z
701905,4,214,-87.0,3.0,9.0,325.3888435825744,3.0,4G,Operator B,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2024-12-11T12:47:33Z
701905,5,44,-80.0,3.0,10.0,347.64429108487934,3.0,5G,Operator C,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2024-12-12T11:33:13Z
701905,6,1119,-88.0,5.0,10.0,157.6189811752841,3.0,4G,Operator C,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2024-12-16T11:16:02Z
701905,7,304,-87.0,5.0,9.0,71.74106364371985,2.0,4G,Operator B,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2024-12-12T12:24:25Z
701905,8,1245,-89.0,6.0,10.0,257.2370124740935,3.0,5G,Operator B,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2024-12-16T10:36:16Z
701905,9,190,-93.0,3.0,9.0,103.6523404014718,3.0,4G,Operator A,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2024-12-17T11:31:27Z
701905,10,396,-91.0,5.0,10.0,317.3808224138764,3.0,5G,Operator A,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2024-12-22T12:30:32Z
701905,11,244,-92.0,3.0,10.0,397.7891023681961,1.0,5G,Operator B,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2024-12-31T12:32:48Z
701905,12,233,-88.0,4.0,10.0,330.52957829977703,2.0,5G,Operator C,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2025-01-07T10:23:08Z
701905,13,142,-87.0,7.0,10.0,167.11745103094938,1.0,5G,Operator A,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2025-01-16T12:35:57Z
701905,14,96,-96.0,0.5,9.0,482.87314538295334,3.0,5G,Operator A,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2025-01-16T13:09:08Z
701905,15,9,-91.0,-1.0,6.0,578.2493833448157,40.0,5G,Operator A,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2025-01-16T13:40:29Z
701905,16,22,-81.5,2.0,6.0,374.7345150092608,4.0,4G,Operator B,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2025-01-27T14:29:35Z
701905,17,105,-90.0,3.0,9.0,355.7674842320761,1.0,5G,Operator C,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2025-02-14T12:08:32Z
701905,18,42,-85.0,0.0,9.0,351.3761879706377,4.0,5G,Operator A,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2025-02-20T12:11:00Z
701905,19,58,-89.0,5.0,9.0,353.26568871307006,1.0,5G,Operator A,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2025-02-28T11:53:06Z
701905,20,993,-94.0,7.0,11.0,159.4410573784365,3.0,5G,Operator B,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2025-03-06T11:54:00Z
701905,22,5,-87.0,0.0,6.0,600.940797455255,19.0,5G,Operator A,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2025-03-20T13:38:21Z
701905,23,141,-91.0,10.0,11.0,208.37148905528494,4.0,5G,Operator A,101.6055148,3.07049259,0.0,14.096096098071754,19.57526035598886,88.82418237358458,530.1697870269946,701905,2025-04-02T12:53:29Z
701911,1,80,-86.0,1.0,9.0,190.39718851015817,4.0,5G,Operator B,101.6087852,3.06551172,4.552905083,2.1838313701679684,4.123692657912853,267.71583617284483,995.2872106775418,701911,2024-12-03T15:47:44Z
701911,3,331,-76.0,4.0,9.0,168.62473093718316,4.0,5G,Operator B,101.6087852,3.06551172,4.552905083,2.1838313701679684,4.123692657912853,267.71583617284483,995.2872106775418,701911,2024-12-04T11:16:48Z
701911,4,182,-75.0,2.0,10.0,179.47867677504843,17.0,5G,Operator C,101.6087852,3.06551172,4.552905083,2.1838313701679684,4.123692657912853,267.71583617284483,995.2872106775418,701911,2024-12-10T12:49:40Z
701911,5,178,-79.0,2.0,9.0,187.98759587554522,16.5,5G,Operator A,101.6087852,3.06551172,4.552905083,2.1838313701679684,4.123692657912853,267.71583617284483,995.2872106775418,701911,2024-12-10T12:10:22Z
701911,9,413,-86.0,4.0,10.0,125.56452239685636,35.0,5G,Operator B,101.6087852,3.06551172,4.552905083,2.1838313701679684,4.123692657912853,267.71583617284483,995.2872106775418,701911,2024-12-31T10:55:47Z
701911,11,230,-84.5,2.0,9.0,134.4207472937777,24.0,5G,Operator A,101.6087852,3.06551172,4.552905083,2.1838313701679684,4.123692657912853,267.71583617284483,995.2872106775418,701911,2024-12-31T12:14:51Z
701911,12,3,-109.0,3.0,6.0,148.489901827258,0.0,5G,Operator B,101.6087852,3.06551172,4.552905083,2.1838313701679684,4.123692657912853,267.71583617284483,995.2872106775418,701911,2025-01-16T12:22:02Z
701911,13,217,-88.0,3.0,10.0,135.4863329727288,24.0,5G,Operator B,101.6087852,3.06551172,4.552905083,2.1838313701679684,4.123692657912853,267.71583617284483,995.2872106775418,701911,2025-01-16T12:32:19Z
701911,14,276,-83.0,5.0,11.0,205.0536608487873,16.0,5G,Operator C,101.6087852,3.06551172,4.552905083,2.1838313701679684,4.123692657912853,267.71583617284483,995.2872106775418,701911,2025-01-27T12:41:33Z
701911,15,227,-84.0,3.0,9.0,136.45866025904158,31.0,5G,Operator A,101.6087852,3.06551172,4.552905083,2.1838313701679684,4.123692657912853,267.71583617284483,995.2872106775418,701911,2025-01-16T13:40:37Z
701911,16,152,-86.0,3.0,9.0,162.68519849364876,17.0,5G,Operator A,101.6087852,3.06551172,4.552905083,2.1838313701679684,4.123692657912853,267.71583617284483,995.2872106775418,701911,2025-01-27T14:09:30Z
701911,17,298,-82.0,4.0,9.0,146.24404213448207,29.0,5G,Operator A,101.6087852,3.06551172,4.552905083,2.1838313701679684,4.123692657912853,267.71583617284483,995.2872106775418,701911,2025-02-14T12:08:45Z
701911,18,149,-86.0,5.0,7.0,55.07588019381095,11.0,5G,Operator C,101.6087852,3.06551172,4.552905083,2.1838313701679684,4.123692657912853,267.71583617284483,995.2872106775418,701911,2025-03-06T12:07:35Z
701911,19,208,-84.0,4.5,11.0,169.35775660835355,13.5,5G,Operator C,101.6087852,3.06551172,4.552905083,2.1838313701679684,4.123692657912853,267.71583617284483,995.2872106775418,701911,2025-02-28T11:53:15Z
701911,20,87,-79.0,7.0,11.0,49.567678293918924,28.0,5G,Operator A,101.6087852,3.06551172,4.552905083,2.1838313701679684,4.123692657912853,267.71583617284483,995.2872106775418,701911,2025-03-06T11:54:11Z
701911,22,275,-83.0,4.0,11.0,119.77806753068144,7.0,5G,Operator A,101.6087852,3.06551172,4.552905083,2.1838313701679684,4.123692657912853,267.71583617284483,995.2872106775418,701911,2025-03-20T13:12:27Z
701934,9,33,-99.0,0.0,6.0,58.44500024270173,26.0,5G,Operator B,101.5940968,3.05714478,0.0,6.508715318256584,11.327477792380582,67.66856712592084,506.06008015231777,701934,2024-12-31T11:03:09Z
701934,11,9,-99.0,0.0,7.0,29.612474064357666,33.0,5G,Operator A,101.5940968,3.05714478,0.0,6.508715318256584,11.327477792380582,67.66856712592084,506.06008015231777,701934,2024-12-31T12:24:45Z
701934,13,12,-93.5,-7.0,9.0,66.3863672055511,28.5,4G,Operator B,101.5940968,3.05714478,0.0,6.508715318256584,11.327477792380582,67.66856712592084,506.06008015231777,701934,2025-01-16T14:04:28Z
701934,15,9,-101.0,3.0,6.0,33.3136138397584,26.0,5G,Operator B,101.5940968,3.05714478,0.0,6.508715318256584,11.327477792380582,67.66856712592084,506.06008015231777,701934,2025-02-14T11:27:36Z
701934,17,4,-102.5,-1.5,6.0,69.67994253434686,26.5,5G,Operator A,101.5940968,3.05714478,0.0,6.508715318256584,11.327477792380582,67.66856712592084,506.06008015231777,701934,2025-02-14T12:31:37Z
701934,18,4,-101.0,-7.5,8.0,69.46743712889804,21.0,5G,Operator C,101.5940968,3.05714478,0.0,6.508715318256584,11.327477792380582,67.66856712592084,506.06008015231777,701934,2025-03-06T12:16:05Z
701949,9,1,-102.0,-3.0,8.0,68.23041594105017,25.0,4G,Operator C,101.5921127,3.057131570000001,2.444796801,1.3118491620908863,2.568395893451678,216.2772871984903,392.5437221752153,701949,2024-12-31T11:48:12Z
701949,15,11,-109.0,-5.0,5.0,68.62433778561345,19.0,5G,Operator C,101.5921127,3.057131570000001,2.444796801,1.3118491620908863,2.568395893451678,216.2772871984903,392.5437221752153,701949,2025-02-14T11:28:25Z
701949,17,11,-105.0,-3.0,5.0,67.89382211316412,22.0,5G,Operator B,101.5921127,3.057131570000001,2.444796801,1.3118491620908863,2.568395893451678,216.2772871984903,392.5437221752153,701949,2025-03-06T11:45:55Z
701949,18,4,-103.0,-6.0,6.0,68.654265523351,21.0,5G,Operator C,101.5921127,3.057131570000001,2.444796801,1.3118491620908863,2.568395893451678,216.2772871984903,392.5437221752153,701949,2025-03-06T12:18:35Z
701997,4,4,-104.0,0.0,5.0,313.4026846978521,35.0,5G,Operator C,101.5981089,3.06166221,1.677021265,0.7513969955216485,1.261253219592139,90.29812490769456,851.9432857213034,701997,2024-12-10T13:12:21Z
701997,5,2,-99.5,-10.0,3.0,257.5875950201828,19.5,4G,Operator A,101.5981089,3.06166221,1.677021265,0.7513969955216485,1.261253219592139,90.29812490769456,851.9432857213034,701997,2024-12-10T12:44:00Z
701997,9,43,-96.0,-3.0,6.0,43.47541868394297,37.0,5G,Operator C,101.5981089,3.06166221,1.677021265,0.7513969955216485,1.261253219592139,90.29812490769456,851.9432857213034,701997,2024-12-31T11:00:19Z
701997,11,12,-98.5,-6.0,5.5,31.506415379107526,34.5,4G,Operator A,101.5981089,3.06166221,1.677021265,0.7513969955216485,1.261253219592139,90.29812490769456,851.9432857213034,701997,2024-12-31T12:21:48Z
701997,13,18,-96.5,-1.0,6.0,64.7276559493065,31.5,5G,Operator C,101.5981089,3.06166221,1.677021265,0.7513969955216485,1.261253219592139,90.29812490769456,851.9432857213034,701997,2025-01-16T14:01:51Z
701997,14,15,-110.0,0.0,9.0,1375.974005753467,24.0,5G,Operator B,101.5981089,3.06166221,1.677021265,0.7513969955216485,1.261253219592139,90.29812490769456,851.9432857213034,701997,2025-01-27T13:03:16Z
701997,15,12,-92.0,0.0,6.0,22.924130508318747,29.0,5G,Operator B,101.5981089,3.06166221,1.677021265,0.7513969955216485,1.261253219592139,90.29812490769456,851.9432857213034,701997,2025-02-14T11:25:21Z
701997,17,22,-98.0,0.0,7.0,55.08474691979225,30.0,5G,Operator A,101.5981089,3.06166221,1.677021265,0.7513969955216485,1.261253219592139,90.29812490769456,851.9432857213034,701997,2025-02-14T12:28:45Z
701997,18,9,-95.0,-5.0,6.0,190.76180408297427,32.0,4G,Operator C,101.5981089,3.06166221,1.677021265,0.7513969955216485,1.261253219592139,90.29812490769456,851.9432857213034,701997,2025-03-06T12:13:19Z
702000,9,16,-94.0,-4.5,5.5,136.5400831198716,38.5,5G,Operator C,101.5986784,3.06399857,0.149824142,0.7154723639003069,1.9178344269131968,27.746134615781216,819.8994777313702,702000,2024-12-31T11:00:01Z
702000,11,22,-87.0,-1.0,5.0,60.87875953711382,37.0,5G,Operator A,101.5986784,3.06399857,0.149824142,0.7154723639003069,1.9178344269131968,27.746134615781216,819.8994777313702,702000,2024-12-31T12:25:13Z
702000,13,18,-96.0,-2.0,6.0,1066.447628074281,28.5,5G,Operator C,101.5986784,3.06399857,0.149824142,0.7154723639003069,1.9178344269131968,27.746134615781216,819.8994777313702,702000,2025-01-16T14:05:00Z
702000,15,26,-95.0,0.0,6.0,1054.3517926734612,29.5,5G,Operator C,101.5986784,3.06399857,0.149824142,0.7154723639003069,1.9178344269131968,27.746134615781216,819.8994777313702,702000,2025-02-14T11:24:51Z
702000,17,21,-97.0,-1.0,6.0,1048.2215472163184,36.0,5G,Operator A,101.5986784,3.06399857,0.149824142,0.7154723639003069,1.9178344269131968,27.746134615781216,819.8994777313702,702000,2025-02-14T12:28:20Z
702000,18,6,-88.0,-2.0,5.5,70.01401073149471,33.0,5G,Operator C,101.5986784,3.06399857,0.149824142,0.7154723639003069,1.9178344269131968,27.746134615781216,819.8994777313702,702000,2025-03-06T12:12:52Z
702008,14,25,-110.0,1.0,8.0,191.24623958886514,52.0,5G,Operator B,101.5972035,3.07297591,4e-05,1.5446027574184584,2.4676643480181624,26.906120820780593,61.35594650215114,702008,2025-01-27T13:25:45Z
702010,9,269,-102.0,-6.0,9.0,174.36368770934277,27.0,5G,Operator B,101.5941521,3.057131570000001,0.0,6.508715318256584,11.327477792380582,67.82368022001111,509.12428625547983,702010,2024-12-31T11:03:20Z
702010,11,55,-86.0,-5.0,9.0,85.5974851486248,35.0,4G,Operator A,101.5941521,3.057131570000001,0.0,6.508715318256584,11.327477792380582,67.82368022001111,509.12428625547983,702010,2024-12-31T12:24:56Z
702010,13,44,-99.5,-3.0,6.0,89.5612204558454,27.5,5G,Operator C,101.5941521,3.057131570000001,0.0,6.508715318256584,11.327477792380582,67.82368022001111,509.12428625547983,702010,2025-01-16T14:04:38Z
702010,15,109,-101.0,-2.0,7.0,93.57744416356743,31.0,5G,Operator C,101.5941521,3.057131570000001,0.0,6.508715318256584,11.327477792380582,67.82368022001111,509.12428625547983,702010,2025-02-14T11:27:52Z
702010,17,49,-96.0,-1.0,7.0,81.39725470838032,33.0,5G,Operator A,101.5941521,3.057131570000001,0.0,6.508715318256584,11.327477792380582,67.82368022001111,509.12428625547983,702010,2025-02-14T12:31:27Z
702010,18,13,-94.0,-4.0,8.0,231.2426160660831,7.0,5G,Operator C,101.5941521,3.057131570000001,0.0,6.508715318256584,11.327477792380582,67.82368022001111,509.12428625547983,702010,2025-03-06T12:16:58Z
702010,20,19,-99.0,-2.0,7.0,61.36088196910945,27.0,5G,Operator A,101.5941521,3.057131570000001,0.0,6.508715318256584,11.327477792380582,67.82368022001111,509.12428625547983,702010,2025-03-06T11:48:09Z
702023,4,4,-101.0,-4.5,7.0,412.3332757296571,31.0,4G,Operator C,101.5966828,3.06167319,4e-05,2.947521399456763,4.124491047075342,248.82828378508063,932.7776628389388,702023,2024-12-10T13:12:31Z
702023,5,2,-99.0,3.0,6.0,395.07879516710886,15.0,5G,Operator A,101.5966828,3.06167319,4e-05,2.947521399456763,4.124491047075342,248.82828378508063,932.7776628389388,702023,2024-12-10T12:44:02Z
702023,9,505,-92.0,3.0,9.0,197.74243540133133,34.0,5G,Operator B,101.5966828,3.06167319,4e-05,2.947521399456763,4.124491047075342,248.82828378508063,932.7776628389388,702023,2024-12-31T11:00:03Z
702023,11,208,-91.0,4.0,8.0,185.7378123916455,33.5,5G,Operator A,101.5966828,3.06167319,4e-05,2.947521399456763,4.124491047075342,248.82828378508063,932.7776628389388,702023,2024-12-31T12:21:25Z
702023,13,231,-88.0,7.0,8.0,97.5220007968269,25.0,5G,Operator B,101.5966828,3.06167319,4e-05,2.947521399456763,4.124491047075342,248.82828378508063,932.7776628389388,702023,2025-01-16T14:01:43Z
702023,15,332,-89.5,2.0,8.0,212.48747540430497,31.0,5G,Operator B,101.5966828,3.06167319,4e-05,2.947521399456763,4.124491047075342,248.82828378508063,932.7776628389388,702023,2025-01-16T13:35:35Z
702023,17,282,-90.0,5.0,8.0,199.1476177360427,35.0,5G,Operator A,101.5966828,3.06167319,4e-05,2.947521399456763,4.124491047075342,248.82828378508063,932.7776628389388,702023,2025-02-14T12:28:26Z
702023,18,198,-90.0,6.0,7.0,68.24788252079571,24.0,5G,Operator C,101.5966828,3.06167319,4e-05,2.947521399456763,4.124491047075342,248.82828378508063,932.7776628389388,702023,2025-03-06T12:12:58Z
702023,19,8,-98.0,-3.5,10.0,365.9555346133407,12.5,4G,Operator C,101.5966828,3.06167319,4e-05,2.947521399456763,4.124491047075342,248.82828378508063,932.7776628389388,702023,2025-03-20T13:07:36Z
702023,20,98,-83.0,8.0,8.0,48.231722529371694,31.0,5G,Operator A,101.5966828,3.06167319,4e-05,2.947521399456763,4.124491047075342,248.82828378508063,932.7776628389388,702023,2025-03-06T11:48:54Z
702044,9,24,-102.0,-1.0,6.0,65.83471991324797,35.0,5G,Operator B,101.598582,3.06234283,5.232035637,2.61843517734401,4.4681535121648,37.05020332706143,900.4718717090351,702044,2024-12-31T11:00:14Z
702044,11,21,-99.0,-5.0,6.0,930.894831062622,31.0,5G,Operator A,101.598582,3.06234283,5.232035637,2.61843517734401,4.4681535121648,37.05020332706143,900.4718717090351,702044,2024-12-31T12:21:36Z
702044,13,29,-97.0,-5.0,7.0,956.9763068316585,23.0,5G,Operator B,101.598582,3.06234283,5.232035637,2.61843517734401,4.4681535121648,37.05020332706143,900.4718717090351,702044,2025-01-16T14:01:32Z
702044,15,33,-100.0,-2.0,6.0,950.1524566668545,26.0,5G,Operator C,101.598582,3.06234283,5.232035637,2.61843517734401,4.4681535121648,37.05020332706143,900.4718717090351,702044,2025-02-14T11:25:17Z
702044,17,20,-106.0,-4.0,5.5,967.2273742473473,28.0,5G,Operator A,101.598582,3.06234283,5.232035637,2.61843517734401,4.4681535121648,37.05020332706143,900.4718717090351,702044,2025-02-14T12:28:42Z
702044,18,3,-104.0,-3.0,6.0,69.02718734081472,24.0,5G,Operator C,101.598582,3.06234283,5.232035637,2.61843517734401,4.4681535121648,37.05020332706143,900.4718717090351,702044,2025-03-06T12:13:16Z
702044,20,21,-94.0,-4.0,5.0,53.68423941962282,37.0,5G,Operator A,101.598582,3.06234283,5.232035637,2.61843517734401,4.4681535121648,37.05020332706143,900.4718717090351,702044,2025-03-06T11:51:24Z
702063,3,74,-91.5,0.0,7.0,481.9309298659193,17.0,5G,Operator B,101.6078638,3.06221024,8e-05,4.260910296423792,6.722066474670526,292.44909276359624,1085.825469530609,702063,2024-12-10T11:37:07Z
702063,4,30,-95.0,0.0,6.0,621.4151561860981,22.0,5G,Operator C,101.6078638,3.06221024,8e-05,4.260910296423792,6.722066474670526,292.44909276359624,1085.825469530609,702063,2024-12-10T12:52:21Z
702063,5,59,-95.0,0.0,9.0,559.1114185229977,20.0,5G,Operator A,101.6078638,3.06221024,8e-05,4.260910296423792,6.722066474670526,292.44909276359624,1085.825469530609,702063,2024-12-10T12:14:24Z
702063,9,6,-83.5,2.0,6.0,507.90875586049003,30.0,5G,Operator B,101.6078638,3.06221024,8e-05,4.260910296423792,6.722066474670526,292.44909276359624,1085.825469530609,702063,2024-12-31T10:55:43Z
702063,13,2,-66.25,4.5,6.0,506.8846383178619,29.5,5G,Operator B,101.6078638,3.06221024,8e-05,4.260910296423792,6.722066474670526,292.44909276359624,1085.825469530609,702063,2025-01-16T13:55:12Z
702063,14,98,-104.0,0.0,7.0,368.8733458078075,18.0,5G,Operator C,101.6078638,3.06221024,8e-05,4.260910296423792,6.722066474670526,292.44909276359624,1085.825469530609,702063,2025-01-27T12:43:32Z
702063,16,35,-101.0,0.0,9.0,522.0463926316481,16.0,5G,Operator A,101.6078638,3.06221024,8e-05,4.260910296423792,6.722066474670526,292.44909276359624,1085.825469530609,702063,2025-01-27T14:12:00Z
702063,19,95,-106.0,-2.0,8.0,72.78911411415864,11.0,5G,Operator C,101.6078638,3.06221024,8e-05,4.260910296423792,6.722066474670526,292.44909276359624,1085.825469530609,702063,2025-03-20T12:47:26Z
702063,22,33,-91.0,0.0,9.0,62.6549219322511,13.0,5G,Operator A,101.6078638,3.06221024,8e-05,4.260910296423792,6.722066474670526,292.44909276359624,1085.825469530609,702063,2025-03-20T13:31:39Z
702072,1,40,-90.0,0.5,9.0,339.2249228389189,3.0,5G,Operator B,101.6016286,3.06529604,4.434287071,5.18860171753648,8.085914595853403,135.83816485143493,775.9212846787817,702072,2024-12-03T11:30:19Z
