node,SessionID,n_measurements,median_level_dbm,median_snr,median_cqi,link_distance_m,median_speed_kmh,network_tech,operator,lon,lat,hand_m,slope_deg,tri,dist_water_m,dist_power_m,physical_site_group,session_ts
701684,4,364,-78.0,1.0,10.0,183.25128757365445,17.0,4G,Operator C,101.6107273,3.07073902,1.324341774,2.8623209682180843,3.1496735009709473,308.66111521610605,501.70791851017174,701684,2024-12-10T12:53:06Z
701684,5,267,-77.0,2.0,9.0,186.41625794316724,17.0,4G,Operator A,101.6107273,3.07073902,1.324341774,2.8623209682180843,3.1496735009709473,308.66111521610605,501.70791851017174,701684,2024-12-10T12:15:12Z
701684,9,407,-90.0,2.0,11.0,122.3014166460693,35.0,5G,Operator B,101.6107273,3.07073902,1.324341774,2.8623209682180843,3.1496735009709473,308.66111521610605,501.70791851017174,701684,2024-12-31T10:53:38Z
701684,11,272,-85.0,5.0,10.0,150.05381755416232,4.0,5G,Operator A,101.6107273,3.07073902,1.324341774,2.8623209682180843,3.1496735009709473,308.66111521610605,501.70791851017174,701684,2024-12-31T12:11:33Z
701684,12,84,-79.0,16.0,10.0,197.42932756111736,2.0,5G,Operator B,101.6107273,3.07073902,1.324341774,2.8623209682180843,3.1496735009709473,308.66111521610605,501.70791851017174,701684,2025-01-16T12:07:01Z
701684,13,188,-88.0,3.0,10.0,61.02690875119602,30.0,5G,Operator B,101.6107273,3.07073902,1.324341774,2.8623209682180843,3.1496735009709473,308.66111521610605,501.70791851017174,701684,2025-01-16T13:53:04Z
701684,14,538,-91.0,4.0,10.0,203.4285890929762,17.0,5G,Operator C,101.6107273,3.07073902,1.324341774,2.8623209682180843,3.1496735009709473,308.66111521610605,501.70791851017174,701684,2025-01-16T13:02:38Z
701684,15,257,-88.0,2.0,10.0,82.89913902889293,26.0,5G,Operator A,101.6107273,3.07073902,1.324341774,2.8623209682180843,3.1496735009709473,308.66111521610605,501.70791851017174,701684,2025-01-16T13:43:00Z
701684,16,227,-91.0,4.0,9.0,190.03630410827049,19.0,5G,Operator A,101.6107273,3.07073902,1.324341774,2.8623209682180843,3.1496735009709473,308.66111521610605,501.70791851017174,701684,2025-01-27T14:12:06Z
701684,17,252,-87.0,2.0,10.0,104.88526460185713,28.0,5G,Operator B,101.6107273,3.07073902,1.324341774,2.8623209682180843,3.1496735009709473,308.66111521610605,501.70791851017174,701684,2025-02-14T12:11:25Z
