tower_id,lon,lat,radio,dist_water_m,hand_m,slope_deg,tri,flash_density,dist_power_m,age_years,exposed_pop,elevation_m,state,osm_type,osm_id,operator,tower_source,terrain_source,hand_source,water_power_source
MY_W1286305457,101.5450385,3.2538942,UNKNOWN,403.4612547258737,115.338058472,1.357085918701512,7.611516900541351,,1299.5824949532494,,,163.5281982421875,Selangor,way,1286305457,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N5462691797,101.546995,3.2545961,UNKNOWN,181.3374107331369,46.636348724,15.755092322868634,24.52879242228136,,1525.2229389667834,,,97.69674682617188,Selangor,node,5462691797,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N412048097,101.5547983,3.0504149,UNKNOWN,35.51039712333224,4e-05,0.22698655900012824,1.6289896096198468,,402.9010937252121,,,7.639991283416748,Selangor,node,412048097,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N412048098,101.5577263,3.0467956,UNKNOWN,168.77155503868627,0.670837998,0.16217647232464133,1.1538193120883575,,469.1705159458216,,,8.99587631225586,Selangor,node,412048098,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N13886055362,101.5593291,2.6624201,UNKNOWN,251.451353826498,2e-05,0.8516058087029645,1.9472032022232972,,308.94538160302477,,,4.941712856292725,Selangor,node,13886055362,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N8082097597,101.5596987,3.3989981,UNKNOWN,185.0113432981477,3.743229628,1.53419243267615,3.212897761556742,,903.7187979697569,,,40.650718688964844,Selangor,node,8082097597,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N11853239841,101.5601282,3.0756348,UNKNOWN,27.99478433165726,0.00012,0.5143924102164468,1.7810290373951971,,164.06692955753323,,,9.606948852539062,Selangor,node,11853239841,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N11403863828,101.5614581,3.0168439,UNKNOWN,33.45385483750439,4.231728554,6.099664883621041,6.744930004018652,,135.50918815412925,,,11.00082778930664,Selangor,node,11403863828,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N8119252103,101.5663438,2.9799845,UNKNOWN,21.38859559092028,5e-05,1.141024365991446,2.325767954210654,,259.085531584084,,,7.816720962524414,Selangor,node,8119252103,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
MY_N8004289377,101.5750685,3.3174348,LTE,148.54677187751153,1.731489301,5.638469948708486,9.503149185332466,,978.9184322081668,,,34.37502670288086,Selangor,node,8004289377,,OpenStreetMap contributors / ODbL,Copernicus DEM GLO-30 via Microsoft Planetary Computer,ASF Global 30m HAND v1,OpenStreetMap contributors / ODbL
